AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age,NameCounts,Named
4,3,2,2,2,1,1,0,20,1,1
2,3,1,1,1,1,1,0,84,1,1
4,3,1,1,1,1,1,0,84,2,1
2,2,1,2,2,2,1,0,1,13,1
2,3,2,3,3,1,1,0,72,4,1
4,2,2,1,1,2,1,0,7,4,1
3,2,1,1,1,2,2,0,5,18,1
1,2,2,2,2,2,1,80,3,0,0
3,3,1,3,3,1,1,0,60,1,1
2,2,1,1,1,2,1,0,1,1,1
4,2,2,3,3,1,1,0,2,1,1
4,2,2,3,3,3,1,0,2,0,0
3,1,1,2,2,2,1,0,3,1,1
1,2,2,1,2,3,1,0,2,1,1
1,2,1,2,1,2,1,0,2,1,1
2,2,2,1,1,2,1,0,3,14,1
0,3,3,2,2,2,1,25,1,1,1
3,2,1,2,2,2,1,0,0,5,1
1,2,1,2,2,2,1,0,2,3,1
4,1,1,2,2,2,1,0,2,1,1
3,2,1,1,1,1,1,0,4,12,1
1,2,2,2,2,2,1,0,1,4,1
4,2,1,1,1,1,1,0,48,19,1
1,2,1,1,1,1,1,0,24,1,1
1,2,1,2,2,2,1,0,2,2,1
1,2,2,1,2,2,1,0,3,1,1
3,2,1,1,1,1,1,0,5,1,1
4,2,1,3,3,3,1,0,1,1,1
3,2,1,2,2,2,1,0,0,1,1
4,2,1,1,1,1,1,0,12,1,1
1,2,1,3,2,2,1,0,2,0,0
4,2,2,2,2,2,1,0,3,2,1
4,2,1,1,2,1,1,0,9,1,1
1,3,2,3,3,2,1,0,3,4,1
3,2,2,1,1,2,1,50,3,1,1
3,2,2,1,1,2,1,0,4,3,1
2,2,2,1,1,2,1,0,3,3,1
4,1,1,1,2,1,1,0,24,2,1
4,2,2,2,2,2,1,0,2,1,1
4,2,1,3,3,2,1,50,24,1,1
3,2,1,1,2,2,1,0,6,2,1
4,2,1,1,1,1,1,0,60,23,1
3,2,1,1,1,2,1,0,8,1,1
1,2,1,1,1,2,1,0,5,22,1
2,2,2,1,1,2,1,0,4,1,1
1,3,3,2,2,2,1,0,10,23,1
2,1,1,3,3,3,1,0,3,17,1
2,2,2,1,1,2,1,0,3,1,1
2,1,1,2,2,2,1,0,3,1,1
3,2,2,1,2,2,1,0,3,4,1
4,2,1,3,3,3,1,0,5,1,1
1,1,2,3,3,3,1,0,2,1,1
4,2,2,2,2,2,1,0,8,1,1
4,2,1,2,2,2,3,0,24,8,1
4,1,1,2,2,2,1,0,4,16,1
1,2,2,2,2,2,1,0,3,1,1
4,2,1,1,1,1,1,100,5,22,1
3,1,1,2,2,2,1,0,2,0,0
4,2,2,3,3,3,1,0,24,1,1
2,2,2,2,2,2,1,0,3,23,1
2,1,2,2,2,2,2,0,1,0,0
3,1,2,2,2,2,1,0,1,2,1
4,2,1,1,1,2,1,0,5,1,1
1,2,2,2,2,2,1,0,7,1,1
3,3,2,2,2,1,1,0,6,1,1
3,2,2,2,2,2,1,25,2,0,0
2,2,1,2,2,2,1,0,1,4,1
2,2,2,2,2,2,1,0,1,3,1
4,2,1,3,2,3,1,0,3,1,1
4,1,2,2,2,3,1,0,1,7,1
1,1,1,1,1,2,1,0,3,0,0
4,2,2,2,2,2,1,0,2,1,1
2,2,1,1,2,2,1,0,3,7,1
3,2,1,1,2,1,1,0,7,3,1
4,2,1,1,1,3,1,0,12,54,1
1,2,2,1,1,2,1,0,2,2,1
2,2,1,3,3,2,1,0,3,3,1
2,2,1,1,2,2,1,0,2,1,1
4,2,2,1,1,1,1,0,6,21,1
1,2,1,2,2,2,1,0,1,0,0
4,2,1,3,3,3,1,0,5,0,0
3,2,1,1,1,1,1,0,75,1,1
1,1,2,2,2,2,1,0,2,0,0
2,2,2,2,2,2,1,0,6,1,1
1,2,1,2,2,2,1,0,2,0,0
2,2,1,1,2,1,1,0,2,23,1
4,2,2,1,2,2,1,0,12,1,1
2,1,1,1,1,2,1,0,2,52,1
3,2,2,1,1,3,1,0,84,22,1
4,1,1,1,1,2,1,50,4,1,1
3,2,1,3,3,3,1,0,24,1,1
3,2,2,1,1,2,1,150,3,1,1
2,3,2,2,2,2,1,0,3,1,1
1,1,2,2,2,2,1,0,2,1,1
2,1,1,1,1,2,1,0,2,9,1
2,2,1,2,2,2,1,1,2,1,1
3,2,1,3,3,2,1,100,4,16,1
4,3,1,3,3,3,1,0,36,0,0
2,1,2,1,1,2,1,0,2,12,1
1,2,1,2,2,2,1,0,1,1,1
1,3,3,1,3,2,1,50,24,21,1
1,1,2,1,1,1,1,0,4,1,1
4,2,2,2,2,2,1,0,2,0,0
2,1,1,1,1,1,1,100,36,1,1
1,3,2,3,3,3,1,0,24,1,1
1,1,2,2,2,2,1,0,2,1,1
2,3,1,3,3,1,1,0,10,0,0
1,2,1,1,2,2,1,0,1,2,1
4,1,1,2,2,2,1,0,5,4,1
4,2,1,2,2,2,1,0,1,1,1
3,2,1,2,2,2,1,0,12,1,1
3,2,1,1,2,2,1,0,4,1,1
4,2,1,2,2,2,1,0,2,2,1
4,2,1,1,1,2,1,0,2,1,1
4,1,1,1,2,1,1,0,30,1,1
1,2,1,1,1,2,1,50,3,12,1
1,2,2,2,2,2,1,100,4,0,0
4,2,1,1,1,1,1,0,24,1,1
3,1,1,1,2,2,1,0,4,2,1
2,1,1,2,2,2,1,0,2,20,1
2,2,1,1,2,2,1,0,7,1,1
4,2,2,3,3,3,1,0,12,52,1
4,3,1,1,1,2,1,0,3,1,1
2,2,1,3,3,2,1,0,12,6,1
0,2,2,2,2,2,1,0,12,1,1
1,2,2,2,2,2,1,0,2,0,0
3,2,1,2,2,2,1,0,2,0,0
2,1,3,1,1,1,1,200,108,1,1
3,3,2,1,1,2,1,0,12,1,1
4,2,1,2,2,2,1,0,3,1,1
3,1,1,1,2,1,1,0,5,1,1
3,2,1,1,1,2,1,0,6,1,1
1,2,2,2,2,2,1,0,1,1,1
4,1,1,2,2,2,1,0,1,0,0
4,2,2,2,2,2,1,0,3,0,0
4,2,1,1,1,1,1,0,7,15,1
1,3,3,2,2,3,1,100,8,13,1
2,2,2,1,1,2,1,0,4,1,1
2,2,2,1,2,2,1,0,2,1,1
4,1,1,3,3,3,1,688,3,2,1
3,3,2,1,2,1,1,30,4,1,1
3,2,2,1,1,1,1,0,7,1,1
1,2,2,1,1,2,1,0,2,2,1
1,2,2,2,2,2,1,1,1,1,1
2,1,2,2,2,2,1,0,2,4,1
2,2,2,2,2,2,1,20,1,1,1
3,2,2,2,2,2,1,0,6,2,1
4,2,1,2,2,2,1,0,16,1,1
2,2,1,2,2,2,1,0,1,6,1
3,1,3,2,2,2,1,0,2,4,1
2,2,2,3,3,1,1,0,1,54,1
3,2,2,2,2,2,1,0,1,0,0
4,3,1,1,1,1,1,0,95,11,1
1,2,1,1,1,1,1,0,16,2,1
3,2,1,3,3,2,1,0,1,1,1
3,2,1,1,1,2,1,0,1,1,1
4,2,1,1,1,1,1,0,18,1,1
4,2,1,1,1,1,1,50,36,6,1
1,2,1,1,1,2,1,0,5,19,1
4,2,1,3,3,3,1,0,0,0,0
2,1,1,2,2,2,1,0,2,1,1
4,2,1,2,2,2,1,0,3,0,0
3,1,1,1,3,2,1,0,2,1,1
4,3,1,2,2,2,1,0,24,2,1
1,1,2,2,2,2,1,0,2,1,1
1,2,1,2,2,2,1,10,2,1,1
2,2,1,3,3,2,1,0,3,2,1
3,2,1,1,2,2,1,0,1,1,1
1,2,1,1,2,2,1,30,3,1,1
1,1,1,1,1,2,1,0,5,1,1
2,2,1,1,1,1,1,0,5,1,1
2,2,2,2,2,2,1,0,1,1,1
4,3,1,1,1,1,1,100,3,1,1
2,2,1,1,1,2,1,0,12,1,1
2,2,1,1,1,2,1,0,1,1,1
2,2,2,1,1,1,1,0,7,32,1
1,2,2,1,1,2,1,0,2,3,1
3,2,1,1,1,1,1,0,8,35,1
4,1,1,2,2,2,1,0,1,1,1
3,2,1,2,2,2,1,0,3,22,1
4,1,1,2,2,2,1,0,1,0,0
4,2,1,1,3,1,1,0,2,23,1
4,2,1,1,1,3,1,0,4,8,1
4,2,2,1,1,2,1,0,6,6,1
4,2,1,2,2,2,1,0,2,0,0
4,2,1,1,1,1,1,100,12,52,1
4,2,2,1,1,1,1,100,12,10,1
4,1,1,1,1,1,1,0,2,2,1
3,2,1,1,1,1,1,100,11,2,1
4,2,2,1,1,3,1,100,3,2,1
4,2,1,2,2,1,1,0,12,11,1
2,2,2,1,1,2,1,0,2,1,1
2,3,1,1,1,1,1,100,48,1,1
2,2,1,2,2,2,1,50,18,1,1
2,3,1,1,1,1,1,0,12,8,1
1,2,2,1,1,2,1,0,3,35,1
4,2,2,2,1,2,1,40,2,2,1
2,2,1,1,2,2,1,0,5,8,1
3,2,1,1,1,1,2,0,9,2,1
0,1,3,1,1,2,1,0,13,32,1
1,1,3,3,3,3,1,0,12,1,1
4,1,1,3,3,2,1,0,2,6,1
1,1,1,2,2,2,1,0,1,2,1
4,2,1,1,2,2,1,0,2,2,1
2,2,2,1,1,2,1,0,7,2,1
4,2,2,3,2,1,1,0,7,9,1
2,1,3,1,1,1,1,300,48,13,1
3,2,1,1,1,2,1,10,15,3,1
2,2,2,1,1,2,1,0,2,1,1
4,2,1,3,3,3,1,0,6,2,1
1,1,2,1,1,1,1,0,36,2,1
1,2,2,1,2,2,1,0,2,1,1
3,2,1,1,2,1,1,0,1,1,1
2,2,2,1,2,1,2,100,6,6,1
3,2,2,1,2,2,1,0,4,1,1
2,2,1,1,1,1,1,0,48,4,1
1,1,2,2,2,2,1,150,2,10,1
4,2,1,1,1,2,1,0,12,2,1
4,2,1,1,1,2,1,0,7,11,1
4,2,1,1,1,3,1,0,29,30,1
1,2,1,2,2,2,1,0,1,1,1
1,2,2,1,1,1,1,2,30,1,1
4,2,1,1,2,1,1,0,3,26,1
4,2,2,1,1,1,1,0,20,1,1
0,2,1,1,1,3,1,0,11,16,1
2,2,1,2,2,2,1,0,1,1,1
3,2,1,1,1,2,1,0,3,1,1
1,2,2,2,2,2,1,0,4,1,1
4,2,2,1,1,1,1,0,24,1,1
4,1,2,1,1,1,1,0,72,12,1
3,1,1,1,1,2,1,0,3,2,1
1,1,2,1,1,1,1,0,12,1,1
2,1,1,1,1,2,1,0,2,1,1
3,2,1,1,2,2,1,0,2,3,1
0,2,1,1,3,1,1,0,5,1,1
2,2,1,1,3,3,1,0,5,1,1
3,2,1,2,2,2,1,0,0,1,1
4,2,2,2,2,2,1,0,3,6,1
2,2,1,2,2,2,1,0,2,0,0
1,1,1,1,1,2,2,0,120,17,1
1,2,2,2,2,2,1,0,2,1,1
1,2,1,1,2,2,1,0,2,3,1
4,2,1,1,1,1,1,0,8,2,1
2,2,2,1,1,2,1,50,3,1,1
3,2,2,1,1,1,1,100,12,4,1
4,2,1,2,2,2,1,0,3,0,0
2,2,2,1,2,2,1,0,2,1,1
3,2,2,1,2,2,1,0,10,1,1
2,2,1,2,2,2,1,0,3,5,1
2,2,1,2,2,2,1,0,1,1,1
1,2,1,1,2,2,1,0,2,2,1
2,2,1,1,2,1,1,0,36,3,1
2,2,1,1,2,2,1,0,1,1,1
0,2,1,2,2,2,1,0,2,32,1
4,2,1,1,1,1,1,100,15,11,1
2,2,1,1,1,1,1,0,6,1,1
4,2,2,2,1,2,1,40,1,33,1
3,2,3,3,3,2,1,0,36,0,0
2,2,1,2,2,2,1,0,0,1,1
1,1,1,1,1,2,1,0,4,2,1
1,3,1,1,1,1,1,0,24,52,1
1,2,2,1,1,2,1,0,2,1,1
2,1,2,2,2,2,1,100,1,22,1
3,2,1,2,2,2,1,0,36,23,1
0,1,3,2,2,2,1,0,1,4,1
2,2,1,2,2,2,1,0,1,22,1
3,2,2,1,2,2,1,100,3,1,1
1,2,1,1,3,3,1,0,24,5,1
2,3,1,1,2,2,1,0,1,20,1
2,2,1,2,2,2,1,0,1,1,1
3,2,1,1,1,1,1,0,60,1,1
2,2,1,2,2,2,1,20,1,1,1
2,1,2,1,3,2,1,0,2,2,1
2,2,1,2,2,2,1,0,1,0,0
1,2,2,1,2,2,1,0,1,0,0
4,2,1,1,1,1,1,0,48,4,1
2,2,1,2,2,2,1,0,2,5,1
3,1,1,3,3,2,1,0,0,64,1
1,2,2,1,2,1,1,0,12,1,1
4,2,1,3,3,2,1,0,7,8,1
3,2,1,3,3,3,1,0,3,1,1
4,2,2,1,1,1,1,0,16,7,1
2,1,1,1,1,2,1,0,3,1,1
4,2,1,2,2,2,1,0,2,7,1
2,2,1,1,2,2,1,0,5,1,1
4,1,1,1,1,1,1,0,42,1,1
1,2,2,3,3,3,1,0,3,1,1
0,2,1,2,2,2,1,0,3,1,1
4,2,1,2,2,2,1,0,3,17,1
4,1,1,2,2,2,1,0,1,17,1
0,2,2,1,1,2,2,0,23,1,1
1,1,2,1,1,2,1,0,2,1,1
3,1,2,1,1,3,1,0,12,2,1
3,2,1,1,2,2,1,0,2,1,1
2,1,2,2,2,2,1,0,2,1,1
1,1,1,1,1,2,1,0,3,13,1
4,2,2,1,1,1,1,0,31,18,1
1,2,1,1,2,2,2,0,1,0,0
1,1,2,2,2,2,1,0,3,1,1
4,2,2,3,3,2,1,0,1,4,1
3,2,1,1,1,1,1,0,2,3,1
1,2,1,2,1,2,1,100,2,19,1
4,2,2,2,2,2,2,0,1,1,1
4,2,2,1,1,1,1,0,24,1,1
1,2,1,1,1,2,1,0,13,1,1
3,2,1,1,1,2,1,0,108,1,1
4,2,1,1,1,2,1,30,2,35,1
1,2,1,1,1,1,1,0,5,1,1
4,2,2,3,3,3,3,0,12,1,1
4,3,1,1,1,1,1,0,6,1,1
2,1,2,2,2,2,1,0,2,2,1
3,2,1,1,3,2,1,0,3,1,1
2,2,1,2,2,2,1,0,2,24,1
1,1,1,2,2,2,1,0,3,1,1
3,1,1,1,1,2,1,0,1,1,1
3,1,2,1,3,2,1,0,24,7,1
2,2,2,2,1,2,1,0,3,17,1
2,2,2,1,1,2,1,0,60,4,1
3,3,1,2,2,2,1,0,1,20,1
4,1,2,2,2,2,1,0,2,1,1
4,2,2,3,3,3,1,0,12,8,1
4,2,1,1,2,2,1,50,3,12,1
1,1,1,1,1,2,2,0,36,3,1
4,3,1,1,1,1,1,0,12,1,1
1,2,2,1,1,2,1,0,49,1,1
3,1,3,2,2,2,1,200,3,1,1
0,1,1,3,3,2,1,0,2,1,1
3,2,1,1,2,2,1,0,3,9,1
3,2,2,1,2,2,1,0,2,1,1
4,1,1,1,1,1,1,0,7,1,1
3,2,1,1,2,2,1,0,3,1,1
4,1,1,2,2,2,2,0,3,1,1
2,2,1,2,2,2,1,0,4,4,1
1,1,2,1,3,1,1,0,6,2,1
4,2,1,1,2,3,1,0,4,1,1
2,2,1,3,3,3,1,0,3,1,1
4,2,1,3,1,3,1,0,2,17,1
2,2,1,1,1,1,1,0,1,1,1
4,2,2,1,1,1,1,0,12,10,1
0,2,1,1,1,1,2,0,53,1,1
4,2,2,3,3,2,1,0,2,1,1
4,2,2,1,1,1,1,0,12,1,1
3,2,1,3,3,3,1,0,24,0,0
2,3,1,1,1,1,1,0,8,2,1
4,2,2,3,3,3,1,0,2,1,1
2,3,1,1,2,2,1,50,2,1,1
2,1,1,2,2,2,1,0,5,23,1
4,2,1,1,2,3,1,0,1,0,0
1,1,2,2,2,2,1,0,2,5,1
2,2,1,2,2,2,1,0,1,1,1
4,2,2,1,1,1,1,0,24,2,1
3,2,1,3,3,3,1,0,12,2,1
4,3,2,1,3,2,1,0,48,1,1
2,2,1,2,2,2,1,0,4,1,1
4,2,2,2,2,2,1,0,1,1,1
2,2,2,1,1,1,1,0,24,5,1
1,1,1,2,2,2,1,0,1,0,0
1,1,1,3,3,3,1,0,1,1,1
3,2,2,2,2,2,1,0,2,0,0
1,2,1,1,1,2,1,50,1,0,0
1,3,2,1,1,2,1,0,4,4,1
3,2,1,1,1,1,1,0,11,1,1
3,1,1,2,2,2,1,0,4,0,0
4,2,1,1,1,1,1,0,8,1,1
2,2,1,2,2,2,1,0,5,7,1
1,2,2,2,2,2,1,0,3,3,1
2,2,1,1,1,2,1,0,2,6,1
4,2,2,2,2,2,1,0,6,1,1
2,2,2,1,2,2,1,0,2,1,1
1,2,1,1,2,2,1,0,2,2,1
3,2,1,1,1,2,1,0,2,8,1
3,2,2,1,1,2,1,0,2,1,1
3,2,1,1,2,2,1,0,2,9,1
3,2,1,1,1,1,2,0,24,1,1
3,1,1,2,2,2,1,0,1,1,1
2,2,2,1,1,2,2,0,2,0,0
2,2,1,1,1,2,1,100,84,1,1
1,1,1,2,2,2,1,0,1,1,1
3,2,1,1,2,2,1,0,1,1,1
1,2,1,1,3,3,1,0,12,12,1
2,2,1,3,3,3,1,0,3,0,0
2,2,2,2,2,2,1,0,6,64,1
4,2,1,1,1,3,1,0,4,1,1
2,2,1,1,2,1,1,0,6,2,1
2,1,2,1,2,1,1,150,12,1,1
4,1,2,1,1,1,1,0,60,52,1
2,2,1,1,1,2,1,0,12,2,1
2,2,1,3,2,2,1,0,1,7,1
1,1,1,1,2,2,1,30,2,1,1
4,2,2,1,3,1,1,0,21,2,1
3,2,1,1,1,1,2,0,12,9,1
4,2,1,2,2,3,1,0,3,1,1
2,2,1,1,1,2,1,0,3,1,1
3,2,1,3,3,3,1,0,4,1,1
0,1,2,2,2,2,1,0,2,1,1
4,1,1,1,1,1,1,50,3,2,1
4,2,2,2,2,2,1,0,2,1,1
2,1,2,3,3,3,1,0,54,1,1
2,2,1,1,2,2,1,0,1,1,1
2,3,1,1,2,2,1,0,1,13,1
1,1,3,1,1,1,1,0,108,1,1
1,2,1,2,2,2,1,0,2,1,1
1,2,1,1,1,2,1,0,5,3,1
2,2,2,2,2,2,1,0,1,0,0
4,2,2,2,2,2,1,0,3,1,1
2,2,2,2,2,2,1,0,2,1,1
1,2,1,1,2,2,1,0,3,32,1
2,1,1,2,2,2,1,0,4,2,1
4,2,1,2,2,2,1,0,6,0,0
1,2,2,2,2,2,1,0,1,1,1
1,2,1,1,2,2,1,0,2,3,1
3,2,1,1,1,1,1,0,12,1,1
3,2,2,1,1,2,1,0,6,1,1
2,2,1,3,3,3,1,0,6,1,1
2,2,1,1,1,2,1,0,3,1,1
1,2,1,1,1,2,1,0,3,1,1
1,2,1,1,1,2,1,0,2,1,1
3,3,2,2,2,2,1,0,1,1,1
1,2,1,1,2,2,1,30,2,1,1
1,2,1,1,1,3,1,0,4,1,1
1,2,2,2,2,2,1,0,3,13,1
3,2,2,3,3,2,1,0,5,1,1
4,3,2,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,160,6,5,1
3,2,1,1,1,1,1,0,6,1,1
4,2,3,1,1,1,1,0,36,4,1
2,2,1,1,1,2,1,0,12,3,1
1,2,2,1,1,2,1,0,2,3,1
2,2,1,2,1,1,1,50,80,29,1
4,1,1,2,2,2,2,0,2,1,1
4,1,2,2,2,2,1,50,13,1,1
1,2,3,2,2,2,1,0,24,12,1
2,2,2,1,1,1,1,0,8,1,1
2,3,1,1,1,1,1,250,48,1,1
2,3,2,1,2,2,2,0,2,1,1
4,2,2,1,1,2,1,0,2,11,1
1,2,1,2,2,2,1,0,6,1,1
2,2,2,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,0,20,1,1
1,2,2,2,2,2,1,0,60,4,1
3,2,2,2,2,2,1,0,2,1,1
2,2,1,1,2,2,1,0,1,1,1
3,1,1,2,2,2,1,0,1,3,1
2,2,1,2,2,2,1,0,2,2,1
4,1,1,2,2,2,1,0,1,6,1
3,2,1,3,3,3,1,0,2,3,1
1,2,2,2,2,2,1,0,2,0,0
3,2,1,3,2,2,1,0,3,1,1
3,1,1,1,1,1,1,0,2,3,1
4,2,1,1,1,1,1,0,5,7,1
2,2,1,1,2,2,1,0,2,35,1
4,2,2,2,2,2,1,0,2,1,1
3,2,1,3,3,2,1,0,2,3,1
1,2,1,1,2,2,1,0,3,1,1
3,1,2,2,2,2,1,0,2,1,1
2,2,2,1,1,2,1,0,2,1,1
1,1,1,2,2,2,1,0,2,1,1
1,3,3,1,2,2,1,50,3,1,1
0,1,3,2,2,2,1,0,3,1,1
3,2,1,1,2,2,1,0,5,1,1
1,2,2,1,1,2,2,0,3,1,1
4,2,1,1,1,1,1,0,6,1,1
4,1,1,1,2,2,1,0,2,17,1
2,2,1,1,1,1,1,0,9,34,1
1,1,2,2,2,2,1,0,1,1,1
4,3,1,1,2,1,1,0,12,7,1
2,2,2,1,1,2,1,0,12,27,1
3,2,1,1,2,2,1,90,2,2,1
4,1,1,2,1,1,1,100,5,1,1
4,1,1,1,1,2,1,0,48,10,1
3,2,1,2,2,2,1,0,3,1,1
4,1,1,2,2,2,1,30,6,0,0
1,1,1,2,2,2,1,0,1,1,1
4,2,2,3,3,3,1,0,4,1,1
3,2,1,2,2,2,1,0,1,1,1
2,1,2,2,2,2,1,0,2,1,1
3,2,1,2,2,2,1,0,1,1,1
4,2,1,2,2,2,1,0,24,54,1
3,2,1,2,2,2,1,10,4,16,1
3,2,1,1,1,2,1,0,3,1,1
1,2,1,1,1,1,1,0,15,4,1
3,2,2,2,2,2,1,0,1,0,0
0,2,1,3,3,3,2,0,2,1,1
1,2,1,1,1,2,1,0,4,1,1
2,2,1,1,1,2,1,0,2,2,1
3,2,1,1,1,1,1,0,4,1,1
3,2,2,2,2,2,1,0,2,4,1
4,2,1,1,1,3,1,0,12,1,1
3,2,1,1,1,2,1,0,22,3,1
3,4,1,1,1,2,2,0,12,9,1
3,2,2,1,1,1,1,0,12,3,1
2,2,2,2,2,2,1,0,9,7,1
2,1,1,3,3,3,1,0,12,0,0
2,1,1,1,2,2,1,0,1,29,1
1,2,2,1,1,2,1,0,1,1,1
3,2,2,1,1,1,1,0,11,1,1
4,1,1,3,3,3,1,0,2,0,0
1,2,2,2,2,2,1,0,2,4,1
2,1,3,3,3,3,1,300,18,1,1
3,2,1,2,2,2,1,0,0,1,1
4,2,1,1,1,1,1,0,36,8,1
2,2,2,1,2,2,1,0,2,1,1
1,2,1,3,1,3,1,50,2,0,0
2,2,1,1,1,2,1,0,3,1,1
2,2,2,1,1,2,2,0,3,2,1
2,1,1,1,2,2,1,0,3,0,0
3,2,1,2,1,2,1,0,2,6,1
1,2,1,1,1,1,1,50,63,1,1
4,2,1,1,1,3,1,0,2,0,0
4,2,1,1,1,1,1,0,84,0,0
1,2,1,2,2,2,1,0,2,1,1
3,1,2,2,2,2,1,0,2,4,1
1,2,1,1,1,1,1,0,24,1,1
3,2,1,1,1,2,1,100,2,3,1
4,2,1,3,3,3,1,0,12,0,0
2,2,1,1,2,2,1,0,1,1,1
3,2,1,1,2,2,1,0,4,1,1
1,2,3,3,3,3,1,0,1,1,1
4,1,1,3,3,3,2,0,2,1,1
4,3,1,1,1,1,1,0,6,3,1
3,2,2,1,1,2,1,0,2,1,1
4,2,3,2,2,1,1,0,1,0,0
1,1,1,2,2,2,1,0,1,9,1
4,2,2,2,2,2,1,0,2,1,1
2,2,1,2,2,2,1,0,3,12,1
4,2,1,1,2,2,1,250,12,1,1
3,2,1,2,2,2,1,0,1,3,1
4,2,1,3,3,3,1,0,12,0,0
2,2,2,2,2,2,1,0,4,14,1
4,1,2,1,1,1,1,300,12,1,1
2,2,2,2,2,2,1,0,12,2,1
1,1,1,1,1,2,1,270,3,1,1
4,3,2,1,3,2,2,0,36,1,1
3,1,3,2,2,2,1,250,2,20,1
4,2,1,2,2,2,1,0,4,0,0
1,2,1,1,1,2,1,0,2,1,1
3,2,1,3,3,2,1,0,1,2,1
3,2,1,1,1,1,1,30,29,14,1
3,3,1,2,2,2,1,0,2,2,1
2,2,1,2,2,2,1,0,1,1,1
2,2,2,1,3,1,1,0,5,1,1
3,1,2,1,1,1,1,200,36,5,1
2,2,2,3,3,3,1,50,65,1,1
4,2,2,1,1,1,1,0,14,5,1
3,3,3,2,2,2,1,0,1,1,1
1,2,2,1,1,2,1,0,1,1,1
2,2,2,2,2,2,1,50,1,1,1
2,2,1,2,2,2,1,0,2,1,1
4,2,2,1,1,1,1,0,36,34,1
4,2,1,1,3,1,1,0,12,1,1
2,2,1,2,2,2,1,0,1,1,1
4,1,2,2,2,2,1,0,2,0,0
4,1,1,2,2,1,1,0,3,3,1
4,2,2,1,1,2,1,0,6,5,1
4,3,3,1,1,2,1,0,96,0,0
3,2,1,1,2,2,2,0,2,1,1
1,2,2,3,3,3,1,0,3,1,1
2,2,1,2,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,1,1,1
4,3,2,1,1,1,1,0,17,1,1
1,2,2,3,3,3,1,0,3,1,1
1,1,2,2,2,2,1,0,1,6,1
4,1,1,3,3,3,2,0,12,0,0
3,2,2,1,2,1,1,0,6,1,1
1,2,2,2,2,2,1,0,1,1,1
4,1,1,1,1,2,1,0,6,1,1
3,2,1,2,2,2,1,0,1,1,1
1,2,2,2,2,3,1,0,2,1,1
4,2,2,3,1,2,1,0,1,1,1
2,2,1,2,2,2,1,0,3,1,1
1,2,1,1,1,2,1,0,4,26,1
3,2,1,1,1,2,1,0,2,1,1
1,2,1,1,1,2,1,0,7,0,0
3,2,1,2,2,2,1,0,2,0,0
2,2,1,2,2,2,1,0,1,1,1
4,2,1,3,3,3,1,0,6,0,0
3,1,2,1,1,2,1,0,24,2,1
4,2,2,3,3,1,1,0,8,11,1
3,3,2,2,2,2,1,0,5,3,1
4,2,2,3,3,3,2,0,120,25,1
2,3,1,1,1,2,1,600,2,1,1
2,2,1,2,2,2,1,0,4,1,1
1,2,1,2,2,2,1,0,2,23,1
3,2,2,1,1,1,1,0,3,1,1
1,2,1,1,1,3,1,200,2,4,1
3,1,2,2,2,2,1,0,2,1,1
2,2,1,2,2,2,1,0,1,1,1
1,2,1,1,2,2,1,0,2,39,1
3,2,2,2,2,2,1,0,2,1,1
0,2,1,2,2,2,1,0,3,1,1
1,2,1,1,2,2,1,50,1,1,1
4,1,1,1,1,1,1,0,5,1,1
3,1,1,1,1,1,1,50,24,1,1
2,3,2,1,2,2,1,0,18,1,1
2,1,1,2,2,2,1,0,2,1,1
1,2,3,3,3,3,1,0,3,1,1
1,1,2,3,1,3,1,0,3,1,1
1,2,1,2,2,2,1,0,1,2,1
2,3,1,1,1,2,1,0,15,3,1
3,2,1,1,1,1,1,0,8,1,1
2,1,2,1,1,2,1,0,60,26,1
2,1,1,3,1,2,1,100,96,1,1
3,2,1,1,1,1,1,0,12,1,1
2,2,1,1,2,2,1,0,3,1,1
4,2,2,1,2,2,1,150,5,1,1
2,2,1,1,2,2,1,0,2,1,1
2,1,1,1,2,2,1,0,2,1,1
2,1,1,3,3,1,1,0,2,2,1
3,2,1,1,2,2,1,0,5,1,1
4,2,2,2,2,2,1,0,0,1,1
2,2,1,3,3,2,1,0,3,1,1
4,1,1,2,1,2,1,0,12,2,1
1,2,3,1,1,2,1,0,17,2,1
2,2,2,2,2,2,1,0,2,0,0
4,2,1,3,3,3,2,0,9,9,1
2,2,2,1,2,2,1,0,1,1,1
3,1,1,1,2,2,1,0,4,3,1
2,2,2,1,1,2,1,0,3,1,1
2,1,1,1,3,3,1,0,3,0,0
1,2,2,2,2,2,1,0,1,1,1
1,2,1,3,3,2,1,0,5,1,1
4,2,1,1,1,2,1,100,3,1,1
2,2,2,2,2,2,1,0,2,2,1
4,3,2,3,3,2,1,0,4,23,1
4,2,3,1,1,1,1,0,2,1,1
2,1,1,2,2,2,1,0,2,2,1
2,2,2,1,1,2,1,0,2,7,1
2,3,2,1,1,2,1,1000,7,2,1
3,1,1,3,3,3,1,0,12,1,1
2,2,1,2,2,2,1,150,1,1,1
4,2,1,1,1,1,1,0,14,30,1
2,1,1,1,2,2,1,0,2,1,1
2,2,1,1,1,2,1,0,4,1,1
